product_id,name,category,brand,department,cost,shipping_cost_1000_mile,retail_price
1972,QSW Women's Seabreeze Wrap,Fashion Hoodies & Sweatshirts,QSW,Women,36.8760001,3.227951782,84.0
6529,QSW Women's Hannah's Vintage Cutoff Short,Shorts,QSW,Women,31.96000005,1.91501315,68.0
12746,TYR Sport Women's Solid Diamondback Swim Suit,Swim,TYR,Women,27.84000009,2.239932298,60.0
12750,TYR Sport Women's Firerock Diamondback Swim Suit,Swim,TYR,Women,34.93951925,3.233129097,77.98999786
12757,TYR Sport Women's Solid Maxback Swim Suit,Swim,TYR,Women,22.78100045,1.486231732,59.95000076
12762,TYR Sport Women's Solid Durafast Diamondback Workout Bikini,Swim,TYR,Women,20.81610038,1.113780945,45.45000076
12768,TYR Sport Women's Solid Diamondback Workout Bikini Swim Suit,Swim,TYR,Women,21.74639948,1.910036541,55.75999832
12794,TYR Sport Women's Solid Durafast Maxback Swim Suit,Swim,TYR,Women,17.14163963,1.167397553,40.61999893
12803,TYR Sport Women's Reversible Solid Diamondback Swim Suit,Swim,TYR,Women,28.0961989,1.965386466,70.94999695
12807,TYR Alliance Maxback Women's Suit,Swim,TYR,Women,31.13142925,2.808071727,76.48999786
12815,TYR Sport Women's Durafast Diamondback With Stripping Swim Suit,Swim,TYR,Women,19.17192076,1.59406435,46.99000168
12850,TYR Sport Women's Alliance Durafast Splice Diamondback Swim Suit,Swim,TYR,Women,20.49635047,1.934905547,54.95000076
12967,TYR Sport Women's Aurora Maxback Swim Suit,Swim,TYR,Women,22.61623065,1.900453851,59.99000168
13052,TYR Sport Girls' Solid Durafast Maxback Swim Suit,Swim,TYR,Women,22.51854076,1.521114596,49.06000137
13077,TYR Sport Women's Universe Diamondback Swim Suit,Swim,TYR,Women,23.74400011,1.577502805,56.0
13190,TYR Sport Women's Reversible Solid Maxback Swim Suit,Swim,TYR,Women,27.94800015,1.834333454,68.0
13312,TYR Sport Women's Great White Diamondback Swim Suit,Swim,TYR,Women,30.31200013,1.643609679,72.0
13350,TYR Sport Women's Alliance Durafast Splice Diamondback Swim Suit,Swim,TYR,Women,21.1680694,1.889873649,52.00999832
27445,TYR Sport Men's Square Leg Short Swim Suit,Swim,TYR,Men,24.71966119,1.827021226,38.99000168
27457,TYR Sport Men's Solid Durafast Jammer Swim Suit,Swim,TYR,Men,15.89760026,1.185711446,27.60000038
27466,TYR Sport Men's Swim Short/Resistance Short Swim Suit,Swim,TYR,Men,17.85000005,1.475750826,30.0
27481,TYR Alliance Team Splice Jammer,Swim,TYR,Men,29.40800052,1.50665482,45.95000076
27487,TYR Sport Men's 4-Inch Nylon Trainer-A Swim Suit,Swim,TYR,Men,15.65558991,1.232169185,26.48999977
27510,TYR Sport Men's Solid Jammer Swim Suit,Swim,TYR,Men,22.57175048,2.134551124,39.95000076
27529,TYR Sport Men's Poly Mesh Trainer Swim Suit,Swim,TYR,Men,22.82400012,2.078798141,36.0
27537,TYR Sport Men's Alliance Durafast Splice Square Leg Swim Suit,Swim,TYR,Men,24.35391107,1.761020902,39.99000168
27552,TYR Sport Men's Solid Racer Swim Suit,Swim,TYR,Men,19.3175505,1.075454834,33.95000076
27599,TYR Sport Men's 8-Inch Nylon Team Trainer Swim Suit,Swim,TYR,Men,16.43620017,1.635160778,26.51000023
27674,TYR Sport Men's Firerock Splice Jammer Swim Suit,Swim,TYR,Men,27.06591952,1.510799087,44.95999908
27812,TYR Sport Men's Solid Durafast Racer Swim Suit,Swim,TYR,Men,14.8940399,0.929413236,24.98999977
27960,TYR Sport Men's Firerock Splice Racer Swim Suit,Swim,TYR,Men,15.07500004,1.074335332,25.0
27976,TYR Sport Men's Alliance Durafast Splice Racer Swim Suit,Swim,TYR,Men,16.9357505,1.631811825,28.95000076
28039,TYR Sport Men's Universe Racer,Swim,TYR,Men,21.69800009,1.392231092,38.0
28167,TYR Sport Men's Universe Splice Jammer,Swim,TYR,Men,24.84000005,2.065828107,40.0
28204,TYR Sport Men's Great White Epic Splice Jammer Swim Suit,Swim,TYR,Men,30.94000008,2.437055669,52.0
1513,VIP Womens Bright Crochet Pullover Sweater,Sweaters,VIP,Women,5.520749888,0.36737714,12.98999977
3580,VIP Womens Ladies Belted Pleated Skater Party Dress,Dresses,VIP,Women,5.651959896,0.342519897,13.98999977
4330,YMI Juniors Five Pocket Jegging Jean,Jeans,YMI,Women,21.166,1.219613553,38.0
4474,YMI Juniors Floral Skinny,Jeans,YMI,Women,16.04247957,0.890266778,27.46999931
4477,YMI Belted Flare Leg Jeans [P466255-B1093],Jeans,YMI,Women,14.92530038,0.836807798,27.95000076
4889,YMI Sandblasted Stretch Skinny Jeans [P139657],Jeans,YMI,Women,15.88651986,1.141570102,28.98999977
4946,YMI Juniors Fleur De Lis Capri Jean,Jeans,YMI,Women,13.82499998,1.20570218,25.0
4983,YMI Stretch Bootcut Jeans W/ Button-Flap Pockets [P362075],Jeans,YMI,Women,15.82853985,1.422331494,28.98999977
6332,YMI Juniors Heavy Stitch Bermuda,Shorts,YMI,Women,5.302439947,0.444600392,11.32999992
6361,YMI Stretch 5-Pocket Denim Bermuda Shorts [M66169],Shorts,YMI,Women,12.51998989,0.829744924,24.98999977
6463,YMI Juniors Colored Denim Short,Shorts,YMI,Women,20.10199997,1.387744356,38.0
6583,YMI Cuffed Denim Shorts W/ Wide Waistband [S101437],Shorts,YMI,Women,11.52038987,1.109563539,24.98999977
6591,YMI Juniors Embroidered Short,Shorts,YMI,Women,20.25399999,1.043190107,38.0
6793,YMI Stretch Distressed & Frayed Denim Shorts,Shorts,YMI,Women,11.44322989,0.821620854,23.98999977
25089,3 - Prs. 5.11 Tactical 9 inch Socks Black,Socks,5.11,Men,19.73371951,1.946503649,31.87999916
29099,Beza Geneva Money Clamp Black Matte with Wallet,Accessories,Beza,Men,13.80525025,0.989064967,34.95000076
3212,Bobi Women's Modal Jersey Cowl Neck Dress,Dresses,Bobi,Women,25.73999997,2.403341933,60.0
3351,Bobi Women's Supreme Jersey Cutout Sleeve Dress,Dresses,Bobi,Women,41.47999983,2.537341836,85.0
15178,Boob Designs Fast Food Nursing Bra,Maternity,Boob,Women,27.24000011,2.416357438,60.0
24721,ECCO Men's Cushion Mercerized Cotton Sock,Socks,ECCO,Men,6.699000012,0.499942941,11.0
24771,ECCO Men's Crew Golf Cushion With Mesh Top Sock,Socks,ECCO,Men,6.170000024,0.57185115,10.0
25335,ECCO Men's 3-Pack Solid Rib Cushion Sock,Socks,ECCO,Men,15.25500004,1.365457572,27.0
25341,ECCO Men's Single Cushioned Crew Socks,Socks,ECCO,Men,9.188869886,0.707633251,14.98999977
12710,Echo Design Women's Crinkle Shirt Dress,Swim,ECHO,Women,43.90400026,3.874941323,98.0
12717,Echo Design Women's Solid Ruched One Piece,Swim,ECHO,Women,46.72800019,4.094372298,118.0
12720,Echo Design Women's Solid Open Shoulder Dress,Swim,ECHO,Women,26.92800011,1.478918264,68.0
12721,Echo Design Women's Braided Halter Dress,Swim,ECHO,Women,22.03200012,1.568220065,48.0
12734,Echo Design Women's Loco Stripe Short Caftan,Swim,ECHO,Women,17.90400016,0.910103028,48.0
12918,Echo Design Women's Batik Leaves Butterfly Tunic,Swim,ECHO,Women,20.83200011,1.796277044,48.0
12974,Echo Design Women's Graphic Diamonds Tunic With Beads,Swim,ECHO,Women,45.47200015,2.698848093,98.0
13015,Echo Design Women's Solid Butterfly With Braided Ties,Swim,ECHO,Women,11.17580002,0.956967839,29.40999985
13126,Echo Design Women's Metallic Stripe Butterfly Tunic,Swim,ECHO,Women,24.81947917,2.413464342,52.91999817
13152,Echo Design Women's Silk Beach Cover Up Dress Shirt,Swim,ECHO,Women,15.03624071,1.165225633,39.99000168
13184,Echo Design Women's Mambo Circles Keyhole Tunic,Swim,ECHO,Women,30.108,2.418155431,78.0
13226,Echo Design Women's Solid Low Back One Piece,Swim,ECHO,Women,54.28000011,3.031328539,118.0
13284,Echo Design Women's Sundial Pareo,Swim,ECHO,Women,5.586670217,0.537550294,13.27000046
13353,Echo Design Women's Cheetah Dress With Ties,Swim,ECHO,Women,38.31800026,1.948446115,98.0
13475,Echo Design Women's Mediterranean Stripe Butterfly Tunic,Swim,ECHO,Women,38.36800022,2.276241522,88.0
13489,Echo Design Women's Cheetah Butterfly Tunic,Swim,ECHO,Women,18.86400005,1.011702627,48.0
13499,Echo Design Women's Asymmetrical T-Shirt Cover-Up,Swim,ECHO,Women,9.525000025,0.828267363,25.0
13568,Echo Design Women's Palm Leaf Butterfly Coverups,Swim,ECHO,Women,27.08550019,2.159876614,58.5
13952,Echo Design Women's Basic Touch Glove,Accessories,ECHO,Women,8.935529836,0.652238721,19.98999977
14032,Echo Design Women's Knit Touch Glove And Earbuds Music Set,Accessories,ECHO,Women,17.09999995,0.875230195,45.0
14109,Echo Design Women's Touch Ruched Gloves,Accessories,ECHO,Women,11.78606986,0.774856942,29.98999977
14139,Echo Design Women's Racking Stitch Newsboy Hat,Accessories,ECHO,Women,11.03199996,0.731485695,28.0
14232,Echo Design Women's Echo Touch Warmers Knit Glove,Accessories,ECHO,Women,12.20799991,0.824872874,28.0
14234,Echo Design Women's Sculptural Pleats Muffler,Accessories,ECHO,Women,16.6439999,1.662195282,38.0
15981,Echo Design Women's Knit Touch Glove And Earbuds Music Set,Plus,ECHO,Women,20.43,2.010812896,45.0
28627,Echo Design Men's Warmers Touch Glove,Accessories,ECHO,Men,15.46558067,1.068835924,34.99000168
23312,ERGO Clothing Scratch Board Short - Men's,Shorts,ERGO,Men,27.32570043,1.437474201,51.95000076
27003,Navy Satin Bath Robe for Men,Sleep & Lounge,Easy,Men,9.296279856,0.687686273,24.98999977
17483,Howe Men's Agenda Surrender Hoodie,Fashion Hoodies & Sweatshirts,Howe,Men,45.47899999,3.619942397,89.0
20265,Howe Men's Everything Changes Blazer,Suits & Sport Coats,Howe,Men,57.99855062,5.060486042,133.3300018
20495,Howe Men's Personal Jesus Blazer,Suits & Sport Coats,Howe,Men,71.63999988,5.158456987,199.0
22561,Howe Men's The Finest Pant,Pants,Howe,Men,49.0050001,2.848260871,99.0
22622,Hause Of Howe  Men's The Finest Plaid Trouser,Pants,Howe,Men,28.60878944,2.820919634,58.02999878
22462,JSLV The Worker Pants in Chocolate,Pants,JSLV,Men,24.30000006,2.222325107,54.0
15917,Keds Popcorn Socks in 3 Pack Different Style Great Colors,Plus,Keds,Women,1.637999995,0.156367671,3.5
12216,Lace Bra and Panty Set Neon Pink Neon Yellow Black,Intimates,Kiss,Women,9.012989888,0.779346203,17.98999977
12217,Set: Mini Heart Bra and Sexy Lace Bottom Panty,Intimates,Kiss,Women,11.37430987,1.03631361,19.98999977
9674,Lanz Originals Women's Knit and Lace Sleeveless Short Gown,Sleep & Lounge,Lanz,Women,21.09897107,1.228524222,34.99000168
3860,Junior's Halter Dress with Round Buckle,Dresses,MW22,Women,9.275359888,0.633126749,19.98999977
5602,Womens Tuxedo Trouser - Polyester Double Pleated Straight Waist,Pants & Capris,Mina,Women,15.78365038,1.237272984,29.95000076
7337,100 % Polyester Tuxedo Skirts Black-Your Choice Mid Length (Left Hand Side) or Full Length (Right Hand Side),Skirts,Mina,Women,13.29780029,1.206459625,29.95000076
17691,NOTW Edgy Pullover Hoodie,Fashion Hoodies & Sweatshirts,NOTW,Men,21.11472092,1.633144751,39.99000168
17981,Obey The Trademark Zip Hood in Jet Black,Fashion Hoodies & Sweatshirts,Obey,Men,38.30400005,2.624304801,76.0
18011,Obey Printing Press Hoodie Heather Charcoal Mens,Fashion Hoodies & Sweatshirts,Obey,Men,31.65120051,2.836852574,54.95000076
27630,Onia Men's Calder 7.5 Swim Shorts,Swim,Onia,Men,73.57999995,7.25362472,130.0
27946,Onia Men's Spanish Calder Swim Shorts,Swim,Onia,Men,93.67000023,8.531382143,145.0
2935,Pony Women's 6-Pairs Athletic Low Cut Socks - Many Cute Patterns,Active,Pony,Women,5.299579919,0.51834136,11.98999977
17702,Ride Logo Mens Pullover Hoodie Electric Blue Sz S,Fashion Hoodies & Sweatshirts,Ride,Men,20.99632037,1.390927441,37.36000061
27912,2EROS - S03-07 - ICON2 Low Rise Quick Dry Swim Shorts - Black Mystic Pink or Blue,Swim,2EROS,Men,31.808,1.917379705,56.0
9326,Acorn Grippy Versafit Socks,Socks & Hosiery,ACORN,Women,5.313599845,0.382265603,14.39999962
132,Asics Women's Core Long Sleeve Shirt,Tops & Tees,ASICS,Women,15.47999997,1.431881204,30.0
191,Asics Women's Core Short Sleeve Shirt,Tops & Tees,ASICS,Women,13.61954985,1.040583362,24.98999977
271,ASICS Women's Circuit 7 Singlet,Tops & Tees,ASICS,Women,10.47935039,0.592979941,18.95000076
306,Asics Women's Favorite Long Sleeve Shirt,Tops & Tees,ASICS,Women,23.73084082,2.021839201,45.99000168
567,ASICS Women's Competition Long Sleeve,Tops & Tees,ASICS,Women,22.07448086,1.993806682,39.99000168
634,ASICS Women's Rib I Tech 1/2 Zip Pullover,Tops & Tees,ASICS,Women,23.1248608,1.209316032,44.99000168
2480,ASICS Women's Performance Running Capri Tight,Active,ASICS,Women,15.01200006,1.155188245,36.0
2493,ASICS Women's Intensity Low Sock,Active,ASICS,Women,5.705699864,0.442686109,13.64999962
2548,ASICS Women's Low Cut Short,Active,ASICS,Women,10.808,0.982847159,28.0
2578,Asics Women's Core Short Sleeve Shirt,Active,ASICS,Women,9.896039949,0.522706953,24.98999977
2595,ASICS Women's Circuit 7 Warm-Up Long Sleeve Short,Active,ASICS,Women,8.25,0.603538113,22.0
2677,ASCIS Hydrology Low Socks (Pack of 3),Active,ASICS,Women,7.985299935,0.412343511,16.98999977
2691,ASCIS Intensity Low Socks (Pack of 3),Active,ASICS,Women,6.183449849,0.344937382,13.64999962
2739,ASICS Women's Hydrology Low Sock,Active,ASICS,Women,6.575129945,0.351174774,16.98999977
2747,Asics Women's Favorite Long Sleeve Shirt,Active,ASICS,Women,21.20139091,1.902442442,45.99000168
2796,ASCIS Cushion Low Socks (Pack of 3),Active,ASICS,Women,373.8420016,20.62134048,903.0
2875,ASICS Women's Field Skirt,Active,ASICS,Women,12.92360982,1.19324273,32.38999939
2923,ASICS Women's Ready Set Long Sleeve Top,Active,ASICS,Women,11.47500006,1.111428598,25.0
2986,ASICS Women's Ready Set Short Sleeve Top,Active,ASICS,Women,11.25000003,0.730036593,25.0
2991,ASICS Women's Intensity Quarter Sock,Active,ASICS,Women,5.722199947,0.506874918,14.44999981
2992,Asics Women's Core Tank,Active,ASICS,Women,8.316000052,0.617012727,22.0
3028,ASICS Women's Team Split Short,Active,ASICS,Women,11.57613991,0.629706837,29.98999977
8754,ASICS Women's Thermopolis LT Jacket,Outerwear & Coats,ASICS,Women,38.07551897,3.678202883,84.98999786
11058,ASICS Women's Stride Running Brief,Intimates,ASICS,Women,15.02221986,1.229150241,25.98999977
12856,Womens ASICS Aneka Boardshort Unlined Shorts,Swim,ASICS,Women,13.01817069,0.798599318,33.99000168
13710,ASICS Unisex Adult Thrmopolis LT Beanie,Accessories,ASICS,Women,8.249999959,0.717779399,22.0
14345,ASICS Women's Legato II Tight,Maternity,ASICS,Women,12.53639962,1.239942955,26.95999908
15448,ASICS Unisex Adult Thrmopolis LT Beanie,Plus,ASICS,Women,11.85800002,0.859519923,22.0
16875,ASICS Men's Favorite Short Sleeve Top,Tops & Tees,ASICS,Men,25.57799989,1.395842661,42.0
18132,ASICS Men's Myles II Running Tight,Active,ASICS,Men,9.725000057,0.918600395,25.0
18154,ASICS Men's Myles II Running Pant,Active,ASICS,Men,22.92705048,1.525511847,49.95000076
18163,ASICS Men's Asics Core Long Sleeve Top,Active,ASICS,Men,11.46000009,1.068624568,30.0
18290,ASICS Men's Running Compression Long Sleeve,Active,ASICS,Men,16.43589078,1.333325184,39.99000168
18418,ASICS Men's Team Medley Tight,Active,ASICS,Men,13.67599953,1.007604444,34.18999863
18451,ASICS Men's Favorite Long Sleeve Top,Active,ASICS,Men,19.68372082,1.252085485,45.99000168
18464,ASICS Men's Circuit 7 Warm-Up Long Sleeve Short,Active,ASICS,Men,8.557340112,0.827955592,21.34000015
18767,Asics Men's Core Tank,Active,ASICS,Men,9.213809942,0.659961821,21.98999977
18768,ASICS Men's ASX Boxer,Active,ASICS,Men,11.17500006,0.613525205,25.0
18773,ASICS Men's Favorite Short Sleeve Top,Active,ASICS,Men,18.85800004,1.319171736,42.0
18794,ASICS Men's Ready Set Singlet,Active,ASICS,Men,10.67500005,0.598501174,25.0
25824,ASICS Men's ASX Boxer,Underwear,ASICS,Men,12.40000003,1.18120187,25.0
28486,ASICS Unisex Adult Thrmopolis LT Beanie,Accessories,ASICS,Men,8.909999965,0.766899781,22.0
